986067802,-0.0129814,-0.0266922,-0.0139884,0.0251076,-0.179444,0.985081
991067802,-0.0119602,-0.0351828,-0.0182525,0.025524,-0.182858,0.984758
996067802,-0.0119775,-0.0394032,-0.018238,0.0256979,-0.185035,0.986159
1001067802,-0.0141266,-0.0456876,-0.0149686,0.0257166,-0.187679,0.989798
1006067802,-0.0151918,-0.0477458,-0.0106725,0.0260364,-0.188922,0.992901
1011067802,-0.0183742,-0.0476758,-0.00525847,0.0272173,-0.190245,0.997511
1016067802,-0.0204904,-0.0465654,-0.000943845,0.0282363,-0.19094,0.999389
1021067802,-0.0226085,-0.0454664,0.00230445,0.0303419,-0.191236,1.00049
1026067802,-0.0236793,-0.0475611,0.00340598,0.032131,-0.190833,1.00026
1031067802,-0.0258195,-0.0507027,0.00453105,0.0340736,-0.190731,0.999778
1036067802,-0.0258351,-0.0538771,0.00347125,0.0353912,-0.190479,0.999442
1041067802,-0.0258416,-0.0549428,0.0024071,0.0372489,-0.189526,1.00028
1046067802,-0.0237082,-0.0528659,0.000215686,0.0382555,-0.188972,1.00106
1051067802,-0.0215597,-0.0465791,-0.00305807,0.0396445,-0.187868,1.00213
1056067802,-0.0183569,-0.0424215,-0.00741224,0.0403415,-0.18732,1.00284
1061067802,-0.0151457,-0.0361526,-0.0117759,0.0412787,-0.187701,1.00338
1066067802,-0.0140699,-0.0319724,-0.0150137,0.0418284,-0.188319,1.00431
1071067802,-0.0108649,-0.0278042,-0.0183001,0.0428574,-0.189949,1.00566
1076067802,-0.00872492,-0.0246618,-0.0194266,0.0437263,-0.191191,1.0066
1081067802,-0.00763404,-0.0183383,-0.0194705,0.0449069,-0.192353,1.00787
1086067802,-0.00655238,-0.0141227,-0.0195115,0.045772,-0.193357,1.00826
1091067802,-0.006535,-0.00990226,-0.0195261,0.0471106,-0.195056,1.00834
1096067802,-0.0075884,-0.00777657,-0.0184391,0.0472055,-0.19677,1.0082
1101067802,-0.00758238,-0.0067085,-0.0173793,0.0472319,-0.199878,1.00774
1106067802,-0.00651422,-0.00668971,-0.0152746,0.0473238,-0.201433,1.00743
1111067802,-0.00225079,-0.00564209,-0.0143185,0.0471018,-0.202758,1.00767
1116067802,0.00202301,-0.00247129,-0.0123062,0.0474181,-0.20353,1.00804
1121067802,0.00950296,0.00384921,-0.0103821,0.0485133,-0.204221,1.00913
1126067802,0.0127171,0.00807879,-0.00834484,0.0488285,-0.204685,1.00952
1131067802,0.0159438,0.0144422,-0.00418364,0.0495349,-0.205301,1.00937
1136067802,0.0159514,0.0155236,-0.00206117,0.0495284,-0.204983,1.00895
1141067802,0.0148846,0.0134521,0.00117229,0.0482783,-0.204064,1.00718
1146067802,0.0127444,0.00927672,0.00443658,0.0473398,-0.203449,1.00571
1151067802,0.0116662,0.00405322,0.00874365,0.0461528,-0.201125,1.00392
1156067802,0.0116636,0.00197727,0.0119499,0.0455056,-0.1981,1.00291
1161067802,0.0116715,0.00305714,0.0140753,0.044991,-0.192889,1.00219
1166067802,0.0127509,0.00726248,0.0129658,0.044876,-0.188996,1.0024
1171067802,0.0116919,0.0103854,0.00871891,0.0444397,-0.18371,1.00238
1176067802,0.00849366,0.011396,0.00346665,0.043644,-0.181772,1.00222
1181067802,0.00421702,0.0102642,-0.00494576,0.0420821,-0.180934,1.00177
1186067802,0.00101065,0.00916221,-0.0101864,0.0409229,-0.181495,1.00141
1191067802,0.00100409,0.0111768,-0.0187163,0.0393107,-0.183846,1.00127
1196067802,0.002078,0.0153452,-0.0230197,0.038782,-0.185719,1.00158
1201067802,0.00636984,0.0248006,-0.0252939,0.0385704,-0.188593,1.0018
1206067802,0.00852228,0.0311109,-0.0264364,0.0385822,-0.190068,1.00125
1211067802,0.0106848,0.0385122,-0.0243865,0.0385996,-0.192086,0.999304
1216067802,0.0106993,0.0406578,-0.021197,0.0378351,-0.193493,0.997369
1221067802,0.0117609,0.0375441,-0.0158794,0.0363905,-0.196623,0.99407
1226067802,0.0117534,0.0344153,-0.0126739,0.0355548,-0.198961,0.992049
1231067802,0.0106771,0.0292036,-0.00730123,0.0349506,-0.200911,0.990581
1236067802,0.00959692,0.0229345,-0.00192055,0.034894,-0.202784,0.989136
1241067802,0.00746113,0.0198142,0.00134011,0.0349741,-0.203016,0.988981
1246067802,0.0063889,0.0156588,0.00670695,0.0343411,-0.202164,0.989898
1251067802,0.00745486,0.0156669,0.0077439,0.0333148,-0.200848,0.990735
1256067802,0.0106551,0.016735,0.00978479,0.0314826,-0.196888,0.991385
1261067802,0.0127897,0.0177934,0.0107916,0.0304405,-0.193704,0.99121
1266067802,0.0138573,0.0198611,0.00756546,0.0297776,-0.188737,0.990367
1271067802,0.0159866,0.0219156,0.00324065,0.0293647,-0.18617,0.989264
1276067802,0.0149222,0.0239678,-0.00206089,0.0288096,-0.184161,0.98697
1281067802,0.013855,0.0249782,-0.0062961,0.0284965,-0.183469,0.985672
1286067802,0.00958162,0.0238727,-0.0125824,0.027875,-0.183548,0.982871
1291067802,0.00530829,0.0217334,-0.0167295,0.0278079,-0.184407,0.981256
1296067802,-0.00325286,0.0122288,-0.0207474,0.0279077,-0.186739,0.979867
1301067802,-0.00860911,0.00484581,-0.0227253,0.0280806,-0.188987,0.979153
1306067802,-0.0150421,-0.00569995,-0.0246613,0.0283578,-0.193964,0.979864
1311067802,-0.019321,-0.0109562,-0.0245372,0.0284641,-0.197309,0.981346
1316067802,-0.0203881,-0.0119931,-0.0234445,0.0292799,-0.201967,0.983669
1321067802,-0.0193199,-0.0119744,-0.0213397,0.0296911,-0.204609,0.985536
1326067802,-0.0171749,-0.00982656,-0.0171375,0.030097,-0.206707,0.987867
1331067802,-0.0139656,-0.00768359,-0.0129618,0.030338,-0.207639,0.988877
1336067802,-0.0128829,-0.00551917,-0.00766749,0.0308895,-0.20849,0.99012
1341067802,-0.0128711,-0.00441568,-0.00341089,0.0318226,-0.208557,0.990264
1346067802,-0.0128629,-0.00333696,-0.00128332,0.0336884,-0.208228,0.990109
1351067802,-0.0149898,-0.00331435,-0.000166974,0.0353174,-0.207744,0.990175
1356067802,-0.0192621,-0.00647103,-0.00111799,0.037256,-0.207179,0.991403
1361067802,-0.0224672,-0.00962534,-0.00102112,0.0377294,-0.207417,0.992677
1366067802,-0.02569,-0.0159651,-0.00305111,0.0378185,-0.208896,0.994852
1371067802,-0.0267627,-0.0180721,-0.00301445,0.0374455,-0.210615,0.996421
1376067802,-0.0246322,-0.0180699,-0.00200178,0.0375497,-0.213727,0.997902
1381067802,-0.0214247,-0.0149057,-0.0010294,0.0384972,-0.215504,0.998357
1386067802,-0.015018,-0.0106895,0.000926276,0.041082,-0.217501,0.99905
1391067802,-0.0096758,-0.00646723,0.00290623,0.0431129,-0.218643,0.999187
1396067802,-0.00114039,-0.00432823,0.00908742,0.0455436,-0.219952,0.998914
1401067802,0.00312886,-0.00324519,0.0132403,0.0465578,-0.220176,0.998838
1406067802,0.00952877,-0.00319418,0.0205459,0.0474143,-0.219708,0.99863
1411067802,0.0116736,-0.00207903,0.0268851,0.0477201,-0.218852,0.998329
1416067802,0.0138302,0.0011734,0.0353417,0.0484774,-0.216817,0.997992
1421067802,0.0138549,0.0054426,0.0395867,0.0483822,-0.215102,0.99774
1426067802,0.0128245,0.0118253,0.0438537,0.047583,-0.212697,0.996881
1431067802,0.0107171,0.016079,0.0460233,0.047022,-0.210835,0.996178
1436067802,0.00755831,0.023504,0.0482063,0.0452875,-0.208435,0.994455
1441067802,0.0054516,0.027755,0.050381,0.0446538,-0.206658,0.993313
1446067802,0.00227289,0.0299167,0.053647,0.0432274,-0.203943,0.991586
1451067802,0.00121115,0.0299306,0.0547442,0.0416581,-0.202019,0.990521
1456067802,0.000155087,0.0310142,0.0568982,0.0388927,-0.197376,0.989345
1461067802,0.000154472,0.0310168,0.0568931,0.036446,-0.194046,0.988689
1466067802,-0.000904653,0.0331068,0.054784,0.0334425,-0.188553,0.986751
1471067802,-0.000908881,0.0330847,0.0526499,0.032012,-0.185371,0.984867
1476067802,-0.00304955,0.031992,0.048444,0.0301996,-0.182585,0.981216
