ms	acc_x	acc_y	acc_z	gyr_x	gyr_y	gyr_z	com_x	com_y	com_z	mag_x	mag_y	mag_z	lgt	prom	pres	lon	lat
1464632785919	-0.08598328	-0.02406311	10.450638	0.0035858154	0.052108765	-0.001159668	313.27502	0.17490079	-0.5145191	12.091064	11.004639	-55.9906	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785925	-0.08598328	-0.02406311	10.450638	0.0035858154	0.052108765	-0.001159668	313.27502	0.17490079	-0.5145191	12.091064	11.004639	-55.9906	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785929	-0.08598328	-0.02406311	10.450638	0.0035858154	0.052108765	-0.001159668	313.27502	0.17490079	-0.5145191	11.047363	11.004639	-58.337402	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785933	-0.07507324	-0.023620605	10.323975	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	11.047363	11.004639	-58.337402	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785939	-0.07507324	-0.023620605	10.323975	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	11.047363	11.004639	-58.337402	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785943	-0.07507324	-0.023620605	10.323975	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	11.047363	11.004639	-58.337402	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785949	-0.07507324	-0.023620605	10.323975	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	11.047363	11.004639	-58.337402	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785953	-0.07507324	-0.023620605	10.323975	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	11.047363	11.004639	-58.337402	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785959	-0.07507324	-0.023620605	10.323975	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785963	-0.07507324	-0.023620605	10.323975	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785968	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785974	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785978	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785984	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785988	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785994	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632785998	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632786004	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632786008	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632786014	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.960815	10.481262	-56.829834	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632786018	-0.08149719	-0.018753052	10.319107	5.187988E-4	-0.014465332	-0.0027008057	313.23956	0.1615538	-0.55422723	12.786865	11.354065	-56.996155	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632786024	-0.08149719	-0.018753052	10.319107	-0.005279541	0.013320923	-0.0011749268	313.15857	0.1661519	-0.5366376	12.786865	11.354065	-56.996155	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632786028	-0.08149719	-0.018753052	10.319107	-0.005279541	0.013320923	-0.0011749268	313.15857	0.1661519	-0.5366376	12.786865	11.354065	-56.996155	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632786034	-0.08149719	-0.018753052	10.319107	-0.005279541	0.013320923	-0.0011749268	313.15857	0.1661519	-0.5366376	12.786865	11.354065	-56.996155	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632786038	-0.08149719	-0.018753052	10.319107	-0.005279541	0.013320923	-0.0011749268	313.15857	0.1661519	-0.5366376	12.786865	11.354065	-56.996155	0.0	0.0	0.0	116.474344	39.995188	null	null
1464632786044	-0.08149719	-0.018753052	10.319107	-0.005279541	0.013320923	-0.0011749268	313.15857	0.1661519	-0.5366376	12.786865	11.354065	-56.996155	0.0	0.0	0.0	116.474344	39.995188	null	null
